"ruc";"nombre";"address";"contact_phone";"responsable";"email";"created_by_emp";"created_at";"updated_by_emp";"updated_at"
"20550443091";"TECNOLOGIA Y SOLUCIONES GLOBALES S.R.L.";"CALLE LARRABURE Y UNAN N1299- OF. 403 JESUS MARIA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540097713";"EMPRESA DE TRANSPORTES INVERSIONES VIRGEN DE LAS MERCEDES S.A.C.";"VIA DE EVITAMIENTO Nº528 PUEBLO HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20544543921";"ALTA TECNOLOGIA PROYECTOS Y COMUNICACIONES SAC";"CALLE VENECIA 183-SALAMANCA-MONTERRICO";"N/A";"N/A";"N/A";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477408355";"CONSTRUCTORA FRELMAR S.A.C";"JR. JOSE BALTA NRO. 470 PBLO. HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20491743141";"SUMINISTROS Y MONTAJES MINEROS S.A.C";"MZA. H LOTE. 22 URB. FAUCETT - CALLAO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20119979880";"AMERICAN INTEGRAL SUPPLIERS SRL";"Av. Paseo la Castellana N°820 - Surco - Lima";"01-2742614";"FERNANDEZ SANCHEZ ROSA JESSICA";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477724869";"CCTEQUIPOS Y MINERIA SAC";"MZA. K1 LOTE. 27 URB. SAN ISIDRO II ETAPA - TRUJILLO";"969597935";"BARRETO GOMEZ HUGO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482713671";"V & O LA ARENA E.I.R.L.";"CAR. LA ARENA NRO. 22 CAS. LA ARENA";"";"VILLANUEVA OTINIANO EDWIN";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20470234599";"A K DRILLING INTERNATIONAL S.A.";"CAL. PERSEO MZA. J LOTE. 12 URB. LA CAMPIñA - CHORRILLOS - LIMA";"2513380 / 3725647";"VILLAFANE ABREGU JAIME JANIK";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20471254305";"BOUBY S.A.C";"AV. LA MAR NRO. 267 COO. DE VIV. 27 DE ABRIL - ATE - LIMA";"01-3482991";"BOUBY MORALES PEDRO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482252177";"LA ARENA ANDINA CONTRUCTORES E.I.R.L.";"CAL. PEDRO AZABACHE NZA. H LTE 14 URB. SANTO DOMINGO - TRUJILLO";"";"PERCY GARCIA PEREZ";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100045517";"MOTA ENGIL PERU S.A.";"AV. JAVIER PRADO 444 INT.22 -23 SAN ISIDRO- LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20500874920";"SERMUBENIBUS S.A.C.";"AV. JOSE GALVEZ BARRENECHEA NRO. 1079 URB. CORPAC - SAN BORJA-LIMA";"";"BENITES BERNARDO RUBENS PABLO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20503724058";"GEOANDINA EXPLORACIONES S.A.C.";"CAL. RICARDO ANGULO NRO. 1063 URB. CORPAC -SAN ISIDRO- LIMA";"944890079";"SARA TINADO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20510918925";"TRANS CAR GROUP SOCIEDAD ANONIMA CERRADA";"AV. JAVIER PRADO ESTE NRO. 4565 URB. NEPTUNO - SANTIAGO DE SURCO - LIMA";"";"NEGRON VARGAS ANA BELEN";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20480715978";"QUENKO EDIFICACIONES INMOBILIARIAS S.A.C.";"CAL. JUAN FRANCISCO UGAZ NRO. 231 DPTO. 201 URB. SUAZO - CHICLAYO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20520459830";"MAQUINARIAS LT S.A.C.";"JR. PARAMONGA N 311 INT. 901 URB. C C MONTERRICO-SANTIAGO DE SURCO-LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20506912921";"HYDROMAQ S.A.C.";"AV. MARIANO CORNEJO N 916 - BREñA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10401544513";"INVERSIONES ARANA";"JR. SUAREZ NRO. 1025 INT. 1PIS PBLO. HUAMACHUCO";"044-299814 / 948226725";"CIRO HENRRY ARANA VALDERRAMA";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100027292";"FERREYROS S.A.A.";"JR. CRISTOBAL DE PERALTA NORT NRO. 820 URB. SAN IDELFONSO-SURCO-LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20549665986";"TRANSPORTES DIE S.A.C.";"COMAS - LIMA";"989806562";"EDGAR GRADOS FUERTES";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477494413";"MEGAINVERSIONES HERMANOS VARGAS S.A.C.";"JR. INDEPENDENCIA NRO 214 - HUAMACHUCO";"943026412";"ELMER VARGAS QUISPE";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20222351767";"TRANSPORTES VIRCAR S.R.L.";"AV. LOS RUISEÑORES NRO. 465 DPTO. 102 EDIF. B - SANTA ANITA - LIMA";"958316643";"EFRAIN  HOLGUIN";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20269085666";"CERTIMIN S.A.";"AV. LAS VEGAS  845 ZONA IND - SAN JUAN DE MIRAFLORES - LIMA";"";"SALAZAR PEREIRA ALVARO CIPRIANO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482494936";"THOMER S.A.C.";"AV. PESQUEDA MZA. M LOTE. 26 URB. LOS PORTALES - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477309969";"AGRONEGOCIOS E INVERSIONES M & C S.A.C.";"CAL. MINERIA NRO. 157 URB. HUERTA GRANDE - TRUJILLO -";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20495617689";"CONSORCIO A & A SRL";"JR. BOLIVAR NRO. 356 BARRIO 9 DE OCTUBRE CAJAMARCA";"ING. RABANAL";"99876835";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20481924325";"SANTA MARIA S.A.C.";"URB. SAN ISIDRO MZ LL LOTE 16 - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540058653";"TOTAL SOLUCIONES INDUSTRIALES E.I.R.L.";"MZA. W LOTE. 15 URB. SAN ISIDRO -TRUJILLO";"987939832";"BENITES CHAVEZ WILDER CARLOS";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540089966";"MULTISERVICIOS TRACKTO LA S.A.C.";"JR. SIMON BOLIVAR NRO. 341 PBLO. HUAMACHUCO LA LIBERTAD - SANCHEZ CARRION - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20552627483";"EHG INGENIERIA Y MONTAJES S.A.C.";"JR. EL TESORO MZA. I 2 LOTE. 5 URB. TUPAC AMARU (ALTURA DE CUADRA 18 AV AVIACION) LIMA - LIMA - SAN LUIS";"940574291";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20440270892";"FLASH MONEY S.R.L";"JR. AYACUCHO NRO. 0455 INT. 102 CENTRO - TRUJILLO";"*397878";"JOSE CHENG RONCAL";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20541667882";"COMPAÑIA G&D S.A.C.";"CAL. PEDRO CONDE NRO. 183 - LINCE - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20539860489";"PILQA CONTRATISTAS S.A.C.";"CAL. 04 MZA. A1 LOTE. 38 URB. COVICORTI - TRUJILLO";"";"PAREDES MONTES PATTY MAGALY";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20253757931";"ABENGOA PERU S.A.";"AV. CANAVAL Y MOREYRA NRO. 562 URB. CORPAC - SAN ISIDRO - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540029637";"CORPO SERVI JULVILLA E.I.R.L";"CAL. CIRO ALEGRIA NRO. 322 DPTO. 202 URB. LAS QUINTANAS -TRUJILLO";"";"VILLANUEVA CORNELIO JULIO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20504367721";"CADENT S.A.C.";"JR. LLUMPA N 1352 - LOS OLIVOS - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10195402014";"NONTOL BRICEÑO FILOMENA";"AV. CIRO ALEGRIA NRO. S/N BARRIO SAN SALVADOR - CHUGAY";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20546121250";"STRACON GYM S.A.";"AV. REPUBLICA DE PANAMA N 3531 INT. 1101 SAN ISIDRO LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20451530535";"ANDDES ASOCIADOS S.A.C.";"Av. Circunvalación del Club Golf Los Incas N° 154 – Of. 1301 - Urb. Club. Golf Los Incas- Stgo de Surco – LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20109925757";"HAUG S.A.";"AV. ARGENTINA Nº2060 PROV. CONST DEL CALLAO - CALLAO";"01-6134545";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540063908";"GREEN PROJECT ASESORES & CONSULTORES S.A.C.";"CAL.SAN MIGUEL NRO. 210 DPTO. 303 URB. HORTENCIAS DE CALIFORNIA LA LIBERTAD - TRUJILLO - VICTOR LARCO HERRERA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"204566666666";"CAMESA";"AV. 2";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20481358974";"ROMAR CONTRATISTAS GENERALES  S.A.C.";"VIA DE EVITAMIENTO SUR NRO. 171 PBLO HUAMACHUCO";"";"LILIANA RODRIGUEZ";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20215275303";"SOCIEDAD MINERA DE RESPONSABILIDAD LIMITADA MELVA N°20 DE TRUJILLO";"JR. INDEPENDENCIA NRO. 431 INT. 210 CERCADO - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20538163041";"LUDEXCO S.A.C.";"CALLE MANZINI BLOCK B3 DPTO. 201 C. H. STA. ROSA - CALLAO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477735801";"CORPORACION WAMATRAY S.A.C";"MZ C-34 LT 13 URB MANUEL AREVALO-TRUJILLO";"RPM 949871569- RPC 967788133";"NOE FLORIAN PLASENCIA";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20123531389";"TECNOLOGIA DE MATERIALES S.A.";"AV. ALAMEDA LOS HORIZONTES NRO. 905 - URBA H. DE VILLA  - CHORRILLOS";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477326898";"CONSTRUCTORA E INMOBILIARIA JAMELY E.I.R.L.";"JR. INDEPENDENCIA N 677 - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20554208666";"MINERALIS S.A.C.";"CAL. LOMA SANTA N 163 - STGO DE SURCO - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20445256154";"OPERACIONES COMERCIALES DEL PERU SAC.";"CAL MONTE CIPRES N 116 URB. MONTE RICO-SANTIAGO DE SURCO-LIMA";"987505240";"ELIO CARO VALVERDE";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20453849008";"EL ALISO SERVICIOS GENERALES SRL";"PJ. LAS CUCARDAS MZA. C LOTE. 4 URB. CHONTAPACCHA - CAJAMARCA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20440256806";"M.J.B. TRANSPORTES SAGITARIO S.A.C";"CAL. INCA RIPAC NRO. 264 INT. 401 JESUS MARIA - LIMA";"289706 / 949070984";"MARIO RIOS";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20481352348";"TRANSPORTES Y MADERERA WALTER E.I.R.L";"CAL. HUMBERTO LEDESMA LOTE 45 - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20106975737";"PAZOS, LOPEZ DE ROMAÑA, RODRIGUEZ S. CIVIL DE R. L.";"AV. CAMINO REAL NRO. 456 INT. 501  - SAN ISIDRO - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477256661";"GOMRUIZ SERVICIOS GENERALES S.R.L.";"JR. BOLIVAR N° 1175";"978339968 - 951737950";"JAIME MARTIN GOMEZ RUIZ";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100112214";"FAMESA EXPLOSIVOS S.A.C.";"PANEMERICA NORTE KM 28 - PUENTE PIEDRA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20539733886";"EMPRESA ANALY & MARLENY SERVICIOS GENERALES E.I.R.L";"JR. SIMON BOLIVAR NRO. 1115 PBLO. HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482762370";"JAHI SERVIS & INVER S.A.C";"JR. AYACUCHO NRO. 513 INT. 307 LA LIBERTAD - TRUJILLO - TRUJILLO";"991383469";"MARQUINA ACEVEDO JACINTO";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20492117758";"CONTRAMIES E.I.R.L.";"AV. LOS RUISEÑORES NRO. 465 DPTO. 103 (EDIF. A) SANTA ANITA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477306439";"CORPORACION VILLA FORTUNA E.I.R.L.";"MZA. 8 LOTE. 18 SEC. RIO SECO BARRIO 4 - EL PORVENIR";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20539742443";"CORPOARENA S.A.C";"JR. INDEPENDENCIA NRO. 677 -  HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482672036";"CONSORCIO GARCIA & CALDERON";"CAL. F. CISNEROS NRO. 336 URB. PALERMO (1/2 CDRA PARROQUIA INMACULADA) LA LIBERTAD - TRUJILLO - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20543725821";"DISTRIBUIDORA CUMMINS PERU S.A.C";"CAL. DEAN VALDIVIA NRO. 148 OF. 1302 SAN ISIDRO - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"41252566354";"HORIZONTE MEDIC CONSULTING S.A.C.";"LEONCIO PRADO N°786 - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20511914125";"MEGA REPRESENTACIONES S.A.";"AV. INDUSTRIAL NRO. 675 (A 1 CDRA. AV.UNIVERSITARIA Y ARGENTINA) LIMA - LIMA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20466477771";"LEPSA S.A.C.";"JR. LAS GARDENIAS MZA. D LOTE. 14 URB. LAS PRADERAS DE LURIN - LURIN - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20519458161";"COMREIVIC S.A.C.";"AV. LA MOLINA NRO. 3732 URB. EL SOL DE LA MOLINA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477271899";"ASOCIACION DE TRANSPORTISTAS MINERIA Y CONSTRUCCION HUAMACHUCO - ASMYCHUAMACHUCO";"JR. RAMON CASTILLA NRO. 769 PBLO. HUAMACHUCO LA LIBERTAD - SANCHEZ CARRION - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477271899";"ASOCIACION DE TRANSPORTISTAS MINERIA Y CONSTRUCCION HUAMACHUCO - ASMYCHUAMACHUCO";"JR. RAMON CASTILLA NRO. 769 PBLO. HUAMACHUCO LA LIBERTAD - SANCHEZ CARRION - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10166218344";"LOPEZ BORDA VICTOR ALFREDO";"MZA. B LOTE. 11 URB. LA PRADERA - CHICLAYO";"989093233";"VICTOR LOPEZ";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20101064191";"CESEL S.A.";"SAN ISIDRO -LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20509586986";"CONALVIAS CONSTRUCCIONES S.A.S";"CAL. CORONEL ANDRES REYES NRO. 437 DPTO. 201 URB. JARDIN - SAN ISIDRO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10195611136";"PEDRO VILCA GARCIA";"SECTOR LA PAMPA S/N AL COSTADO  DEL COLEGIO LA ARENA";"980769594";"PEDRO VILCA  GARCIA";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20449302266";"CONSTRUCTORA GEOTECNIA Y SERVICIOS S.A.C.";"CAL. SAN ISIDRO MZA. O LOTE. 02 P.J. SAN FRANCISCO - MARISCAL NIETO - MOQUEGUA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20539738926";"INVERSIONES CRL SAC";"CALLE INCA GARCILAZO DE LA VEGA N 315 - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20516437392";"UPS ENERGY SAC";"AV. TUPAC AMARU Nº4903 - COMAS - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100055318";"MANUFACTURAS ELECTRICAS S. A.";"AV. OSCAR R BENAVIDES NRO. 1215 LIMA - LIMA - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10066017457";"CASTILLO JARA FLORA";"";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20477167561";"CORPORACION PERUANA DE CENTROS MEDICOS SAC";"AV. ESPAñA N 2335";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20540092240";"CONSORCIO ALFA Y OMEGA";"JR. RAMON CASTILLA NRO. 974 - HUAMACHUCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"546546465";"N/A";"QWWF12FF13W";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20484084948";"TRANSPORTES Y SERVICIOS GENERALES LARA EIRL";"CALLEJON LOS MEDANOS S/N - CATACAOS - PIURA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20481584125";"EMPRESA INVERSIONES CAMPO GRANDE SRL";"FLORENCIA DE MORA NRO. 108- HUAMACHUCO";"440654";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20516344548";"COINGEC S.A.C.";"CAL. HIPOLITO UNANUE NRO. 206 URB. LAS LEYENDAS - SAN MIGUEL - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"22222222222";"STRACON GYM / CONSORICO A&A SRL";"JR.";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20520588486";"DIVECENTER SAC";"AV. TEODORO VALCARCEL  N 983 - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20502132343";"INVESUX SRL";"AV. ALFREDO MENDIOLA NRO. 5155 URB.NARANJAL - LOS OLIVOS";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20421421669";"AUSENCO PERU SAC";"CAL. ESQUILACHE NRO. 371 INT. 6 LIMA - LIMA - SAN ISIDRO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482619658";"REPRESENTACIONES VILLANUEVAS SALIRROSAS S.R.L.";"JR. AYACUCHO NRO. 641 INT. 230 CERCADO  - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20101391397";"COMERCIAL INDUSTRIAL DELTA SA";"AV PEDRO MIOTA 910 SJM LIMA.";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10419466234";"LAYZA INFANTES EMERITO";"CAL. AREQUIPA NRO. 668 BARR.ARANJUEZ  - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20102078781";"SAN MARTIN CONTRATISTAS GENERALES S.A.";"S/N";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20560050136";"MULTISERVICIOS ALEGER S.A.C.";"CAL JOSE DE LA RIVA AGÜERO NRO. 636 INT. PISO 2 URB. PALERMO LA LIBERTAD- TRUJILLO-TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20431084172";"ANCRO S.R.L";"AV. LOS FICUS 251- SANTA ANITA LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20519033233";"MOTOR MUNDO SA";"AV. CRISTOBAL DE PERALTA NORT NRO. 968 URB. SAN IDELFONSO DE MONTERRI LIMA - LIMA - SANTIAGO DE SURCO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10414769115";"RIOS AGUIRRE, RONAL";"CAL. BARCELONA NRO. 1765 SECTOR GRAN CHIMU (A ESPALDAS DE C.E. LEONCIO PRADO) LA LIBERTAD - TRUJILLO - EL PORVENIR";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100028698";"FERREYROS S.A.";"JR. CRISTOBAL DE PERALTA NORT NRO. 820 URB. SAN IDELFONSO LIMA - LIMA - SANTIAGO DE SURCO";"";"";"Av. Teodoro Valcárcel 925 Urb. Santa Leonor, Trujillo";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20502730593";"RENTRAC S.A.C.";"AV. JORGE BASADRE NRO. 255 INT. 1301 (TERMINAN. ARENALES CRUZANDO JAVIER PRADO) LIMA - LIMA - SAN ISIDRO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20481042586";"EMPRESA DE SERVICIOS MULTIPLES EL SAUCO S.A.";"AV. CARLOS MONGE 223 URB. CHIMÚ - TRUJILLO";"958097032";"JOSE MIGUEL SOTELO MARIÑOS";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20100094135";"EXSA S.A.";"CAL. LAS BEGONIAS N 415 - INT. 1201 URB. JARDIN - SAN ISIDRO - LIMA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20482216022";"INVERSIONES MINERAS SAN MATEO S.A.C";"AV. EJERCITO NRO. 833 INT. 157 URB. EL MOLINO  - TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20539781422";"INVERSIONES ALIZON S.A.C.";"AV. 9 DE OCTUBREMZA. B LOTE. 5 URB. LA MARQUEZA-TRUJILLO";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10106887506";"MIRANDA CASTILLO OMAR";"";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10427650133";"MORILLO NAVARRO HECTOR GABRIEL";"";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"10438557402";"LOZANO YNGA RAFAEL";"";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20533817662";"INVERSIONES RAAM S.A.C.";"JR. LIMA NRO. S/N (LADO DE LA ESCUELA RAUL CORDOVA ALVARADO) ANCASH - BOLOGNESI - HUALLANCA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
"20554822330";"MINCON SAC";"CALLE LA ARBOLEDA Nº151 - URB LA PLANICIE - LA MOLINA";"";"";"";"1";"2025-05-15 00:46:44";"1";"2025-05-15 00:46:44"
